Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_232058_20140102_20200912_02_T1,LC08_L1TP_232058_20140102_20200912_02_T1,LC82320582014002LGN01,2014/01/02,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-01-02 14:18:38.262054,2014-01-02 14:19:10.03205,LGN,DAY,  79.90,  79.90,94,5,    8.320,    6.380,    5.340,LPGS_15.3.1c,53.02649594,135.60378769,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.36"N,60°53'10.82"W,3°56'24.83"N,61°54'26.68"W,3°56'06.04"N,59°51'37.91"W,1°50'23.57"N,61°54'33.91"W,1°50'14.82"N,59°51'58.64"W,  2.89260, -60.88634,  3.94023, -61.90741,  3.93501, -59.86053,  1.83988, -61.90942,  1.83745, -59.86629,LC08_L2SP_232058_20140102_20200912_02_T1,LC82320582014002LGN01
LC08_L2SP_231058_20140111_20200912_02_T1,LC08_L1TP_231058_20140111_20200912_02_T1,LC82310582014011LGN01,2014/01/11,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-01-11 14:12:18.662001,2014-01-11 14:12:50.431997,LGN,DAY,  36.21,  36.21,510,5,    6.356,    4.804,    4.162,LPGS_15.3.1c,53.03785670,133.18227051,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.30"N,59°19'31.91"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89286, -59.32553,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20140111_20200912_02_T1,LC82310582014011LGN01
LC08_L2SP_232058_20140118_20200912_02_T1,LC08_L1TP_232058_20140118_20200912_02_T1,LC82320582014018LGN01,2014/01/18,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-01-18 14:18:24.243906,2014-01-18 14:18:56.013902,LGN,DAY,  90.58,  90.58,40,5,    8.813,    6.234,    6.229,LPGS_15.3.1c,53.33991631,130.88714301,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.90"N,60°51'59.04"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89275, -60.86640,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20140118_20200912_02_T1,LC82320582014018LGN01
LC08_L2SP_231058_20140127_20200912_02_T1,LC08_L1TP_231058_20140127_20200912_02_T1,LC82310582014027LGN01,2014/01/27,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-01-27 14:12:11.155508,2014-01-27 14:12:42.925504,LGN,DAY,  69.80,  69.80,137,5,    7.454,    5.356,    5.185,LPGS_15.3.1c,54.07130033,127.42678516,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.40"N,59°20'07.44"W,3°56'12.62"N,60°21'51.52"W,3°56'33.43"N,58°18'44.42"W,1°50'13.34"N,60°21'29.27"W,1°50'23.03"N,58°18'35.75"W,  2.89261, -59.33540,  3.93684, -60.36431,  3.94262, -58.31234,  1.83704, -60.35813,  1.83973, -58.30993,LC08_L2SP_231058_20140127_20200912_02_T1,LC82310582014027LGN01
LC08_L2SP_232058_20140203_20200912_02_T1,LC08_L1TP_232058_20140203_20200912_02_T1,LC82320582014034LGN01,2014/02/03,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-02-03 14:18:17.445087,2014-02-03 14:18:49.215083,LGN,DAY,  70.01,  70.01,169,5,    7.169,    5.249,    4.883,LPGS_15.3.1c,54.87151969,124.33307928,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.33"N,60°52'53.26"W,3°56'24.79"N,61°54'07.20"W,3°56'06"N,59°51'28.22"W,1°50'23.57"N,61°54'14.47"W,1°50'14.78"N,59°51'48.96"W,  2.89287, -60.88146,  3.94022, -61.90200,  3.93500, -59.85784,  1.83988, -61.90402,  1.83744, -59.86360,LC08_L2SP_232058_20140203_20200912_02_T1,LC82320582014034LGN01
LC08_L2SP_231058_20140212_20200911_02_T1,LC08_L1TP_231058_20140212_20200911_02_T1,LC82310582014043LGN01,2014/02/12,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-02-12 14:11:56.291439,2014-02-12 14:12:28.061435,LGN,DAY,  69.08,  69.08,97,5,    8.411,    6.304,    5.568,LPGS_15.3.1c,56.13608582,119.84054588,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.51"N,59°19'09.37"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89292, -59.31927,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20140212_20200911_02_T1,LC82310582014043LGN01
LC08_L2SP_232058_20140219_20200912_02_T1,LC08_L1TP_232058_20140219_20200912_02_T1,LC82320582014050LGN02,2014/02/19,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-02-19 14:18:03.963732,2014-02-19 14:18:35.733728,LGN,DAY,   6.28,   6.28,609,5,    6.542,    4.768,    4.479,LPGS_15.3.1c,57.24349133,115.91429430,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.65"N,60°52'24.64"W,3°56'24.76"N,61°53'38.04"W,3°56'05.89"N,59°50'59.06"W,1°50'23.53"N,61°53'45.35"W,1°50'14.75"N,59°51'19.87"W,  2.89268, -60.87351,  3.94021, -61.89390,  3.93497, -59.84974,  1.83987, -61.89593,  1.83743, -59.85552,LC08_L2SP_232058_20140219_20200912_02_T1,LC82320582014050LGN02
LC08_L2SP_231058_20140228_20200911_02_T1,LC08_L1TP_231058_20140228_20200911_02_T1,LC82310582014059LGN01,2014/02/28,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-02-28 14:11:43.583022,2014-02-28 14:12:15.353018,LGN,DAY,  95.68,  95.68,43,5,    8.395,    6.053,    5.817,LPGS_15.3.1c,58.72236100,110.28656435,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.84"N,59°19'02.28"W,3°56'12.91"N,60°20'43.51"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'21.41"W,1°50'23.10"N,58°17'37.46"W,  2.89301, -59.31730,  3.93692, -60.34542,  3.94265, -58.29613,  1.83707, -60.33928,  1.83975, -58.29374,LC08_L2SP_231058_20140228_20200911_02_T1,LC82310582014059LGN01
LC08_L2SP_232058_20140307_20200912_02_T1,LC08_L1TP_232058_20140307_20200911_02_T1,LC82320582014066LGN01,2014/03/07,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/12,2020/09/11,2014-03-07 14:17:49.523375,2014-03-07 14:18:21.293371,LGN,DAY,   2.42,   2.42,736,5,    5.751,    4.219,    3.908,LPGS_15.3.1c,59.83970654,105.43960371,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.68"N,60°51'57.92"W,3°56'24.72"N,61°53'08.84"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'16.22"W,1°50'14.71"N,59°50'50.78"W,  2.89269, -60.86609,  3.94020, -61.88579,  3.93494, -59.84165,  1.83987, -61.88784,  1.83742, -59.84744,LC08_L2SP_232058_20140307_20200912_02_T1,LC82320582014066LGN01
LC08_L2SP_231058_20140316_20200912_02_T1,LC08_L1TP_231058_20140316_20200912_02_T1,LC82310582014075LGN01,2014/03/16,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/12,2020/09/12,2014-03-16 14:11:33.988801,2014-03-16 14:12:05.758797,LGN,DAY,  71.73,  71.73,157,5,    8.155,    6.227,    5.266,LPGS_15.3.1c,61.12318130,98.65473478,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.61"N,59°20'00.56"W,3°56'12.66"N,60°21'41.80"W,3°56'33.43"N,58°18'44.42"W,1°50'13.34"N,60°21'19.58"W,1°50'23.03"N,58°18'35.75"W,  2.89267, -59.33349,  3.93685, -60.36161,  3.94262, -58.31234,  1.83704, -60.35544,  1.83973, -58.30993,LC08_L2SP_231058_20140316_20200912_02_T1,LC82310582014075LGN01
LC08_L2SP_232058_20140323_20200911_02_T1,LC08_L1TP_232058_20140323_20200911_02_T1,LC82320582014082LGN01,2014/03/23,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-03-23 14:17:36.849663,2014-03-23 14:18:08.619659,LGN,DAY,  71.07,  71.07,283,5,    7.320,    5.203,    5.150,LPGS_15.3.1c,61.92487095,93.00446909,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.51"N,60°52'16.14"W,3°56'24.76"N,61°53'28.32"W,3°56'05.86"N,59°50'49.34"W,1°50'33.32"N,61°53'35.63"W,1°50'24.50"N,59°51'10.15"W,  2.89292, -60.87115,  3.94021, -61.89120,  3.93496, -59.84704,  1.84259, -61.89323,  1.84014, -59.85282,LC08_L2SP_232058_20140323_20200911_02_T1,LC82320582014082LGN01
LC08_L2SP_231058_20140401_20200911_02_T1,LC08_L1TP_231058_20140401_20200911_02_T1,LC82310582014091LGN01,2014/04/01,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-01 14:11:17.562486,2014-04-01 14:11:49.332482,LGN,DAY,  95.25,  95.25,77,5,    8.441,    5.993,    5.944,LPGS_15.3.1c,62.60587823,85.46700406,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.26"N,59°19'30.65"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89285, -59.32518,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20140401_20200911_02_T1,LC82310582014091LGN01
LC08_L2SP_232058_20140408_20200911_02_T1,LC08_L1TP_232058_20140408_20200911_02_T1,LC82320582014098LGN01,2014/04/08,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-08 14:17:22.647616,2014-04-08 14:17:54.417613,LGN,DAY,  74.80,  74.80,132,5,    8.232,    5.905,    5.735,LPGS_15.3.1c,62.82914244,79.58917307,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.79"N,60°52'25.97"W,3°56'24.76"N,61°53'38.04"W,3°56'05.89"N,59°50'59.06"W,1°50'23.53"N,61°53'45.35"W,1°50'14.75"N,59°51'19.87"W,  2.89272, -60.87388,  3.94021, -61.89390,  3.93497, -59.84974,  1.83987, -61.89593,  1.83743, -59.85552,LC08_L2SP_232058_20140408_20200911_02_T1,LC82320582014098LGN01
LC08_L2SP_231058_20140417_20200911_02_T1,LC08_L1TP_231058_20140417_20200911_02_T1,LC82310582014107LGN01,2014/04/17,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-17 14:10:59.917161,2014-04-17 14:11:31.687158,LGN,DAY,  75.86,  75.86,93,5,    8.804,    6.354,    6.093,LPGS_15.3.1c,62.71404312,72.36413975,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.47"N,59°18'56.81"W,3°56'12.91"N,60°20'43.51"W,3°56'33.54"N,58°17'36.35"W,1°50'13.45"N,60°20'21.41"W,1°50'23.10"N,58°17'27.78"W,  2.89263, -59.31578,  3.93692, -60.34542,  3.94265, -58.29343,  1.83707, -60.33928,  1.83975, -58.29105,LC08_L2SP_231058_20140417_20200911_02_T1,LC82310582014107LGN01
LC08_L2SP_232058_20140424_20200911_02_T1,LC08_L1TP_232058_20140424_20200911_02_T1,LC82320582014114LGN01,2014/04/24,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-24 14:17:06.713643,2014-04-24 14:17:38.483639,LGN,DAY,  99.98,  99.98,54,5,    7.821,    5.786,    5.262,LPGS_15.3.1c,62.33388390,67.21926257,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.01"N,60°52'22.22"W,3°56'24.76"N,61°53'38.04"W,3°56'05.86"N,59°50'49.34"W,1°50'23.53"N,61°53'45.35"W,1°50'14.75"N,59°51'10.15"W,  2.89278, -60.87284,  3.94021, -61.89390,  3.93496, -59.84704,  1.83987, -61.89593,  1.83743, -59.85282,LC08_L2SP_232058_20140424_20200911_02_T1,LC82320582014114LGN01
LC08_L2SP_231058_20140503_20200911_02_T1,LC08_L1TP_231058_20140503_20200911_02_T1,LC82310582014123LGN01,2014/05/03,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-03 14:10:45.769183,2014-05-03 14:11:17.539179,LGN,DAY,  76.95,  76.95,169,5,    7.723,    5.401,    5.521,LPGS_15.3.1c,61.54514755,61.47843854,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.04"N,59°19'25"W,3°56'12.84"N,60°21'02.95"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'40.81"W,1°50'23.06"N,58°17'56.90"W,  2.89279, -59.32361,  3.93690, -60.35082,  3.94264, -58.30153,  1.83706, -60.34467,  1.83974, -58.29914,LC08_L2SP_231058_20140503_20200911_02_T1,LC82310582014123LGN01
LC08_L2SP_232058_20140510_20200911_02_T1,LC08_L1TP_232058_20140510_20200911_02_T1,LC82320582014130LGN01,2014/05/10,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-10 14:16:51.509766,2014-05-10 14:17:23.279762,LGN,DAY,  61.45,  61.45,174,5,    8.498,    5.901,    6.115,LPGS_15.3.1c,60.77435591,57.78557417,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.76"N,60°52'40.01"W,3°56'24.79"N,61°53'57.48"W,3°56'05.93"N,59°51'08.78"W,1°50'33.32"N,61°54'04.75"W,1°50'24.50"N,59°51'29.56"W,  2.89299, -60.87778,  3.94022, -61.89930,  3.93498, -59.85244,  1.84259, -61.90132,  1.84014, -59.85821,LC08_L2SP_232058_20140510_20200911_02_T1,LC82320582014130LGN01
LC08_L2SP_231058_20140519_20200911_02_T1,LC08_L1TP_231058_20140519_20200911_02_T1,LC82310582014139LGN01,2014/05/19,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-19 14:10:35.657651,2014-05-19 14:11:07.427647,LGN,DAY,  90.68,  90.68,37,5,    8.667,    6.117,    6.139,LPGS_15.3.1c,59.70922277,54.06630571,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.86"N,59°19'46.56"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89274, -59.32960,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20140519_20200911_02_T1,LC82310582014139LGN01
LC08_L2SP_232058_20140526_20200911_02_T1,LC08_L1TP_232058_20140526_20200911_02_T1,LC82320582014146LGN01,2014/05/26,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-26 14:16:47.569982,2014-05-26 14:17:19.339978,LGN,DAY,  60.26,  60.26,105,5,    8.448,    5.934,    6.013,LPGS_15.3.1c,58.89965858,51.94446286,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.18"N,60°51'58.10"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89255, -60.86614,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20140526_20200911_02_T1,LC82320582014146LGN01
LC08_L2SP_231058_20140604_20200911_02_T1,LC08_L1TP_231058_20140604_20200911_02_T1,LC82310582014155LGN02,2014/06/04,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-06-04 14:10:43.031877,2014-06-04 14:11:14.801873,LGN,DAY,  90.88,  90.88,44,5,    7.686,    5.546,    5.320,LPGS_15.3.1c,57.95450649,50.18476200,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.87"N,59°19'50.48"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89302, -59.33069,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20140604_20200911_02_T1,LC82310582014155LGN02
LC08_L2SP_232058_20140611_20200911_02_T1,LC08_L1TP_232058_20140611_20200911_02_T1,LC82320582014162LGN01,2014/06/11,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-06-11 14:16:57.083577,2014-06-11 14:17:28.853573,LGN,DAY,  66.25,  66.25,113,5,    8.427,    5.621,    6.279,LPGS_15.3.1c,57.35276108,49.50482814,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.32"N,60°52'38.06"W,3°56'24.79"N,61°53'57.48"W,3°56'05.93"N,59°51'08.78"W,1°50'23.57"N,61°54'04.75"W,1°50'14.75"N,59°51'29.56"W,  2.89259, -60.87724,  3.94022, -61.89930,  3.93498, -59.85244,  1.83988, -61.90132,  1.83743, -59.85821,LC08_L2SP_232058_20140611_20200911_02_T1,LC82320582014162LGN01
LC08_L2SP_231058_20140620_20200911_02_T1,LC08_L1TP_231058_20140620_20200911_02_T1,LC82310582014171LGN01,2014/06/20,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-06-20 14:10:47.580872,2014-06-20 14:11:19.350868,LGN,DAY,  73.07,  73.07,103,5,    9.085,    6.663,    6.175,LPGS_15.3.1c,56.81543008,49.44122651,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.15"N,59°19'17.98"W,3°56'12.84"N,60°21'02.95"W,3°56'33.50"N,58°17'55.79"W,1°50'13.42"N,60°20'40.81"W,1°50'23.06"N,58°17'47.18"W,  2.89282, -59.32166,  3.93690, -60.35082,  3.94264, -58.29883,  1.83706, -60.34467,  1.83974, -58.29644,LC08_L2SP_231058_20140620_20200911_02_T1,LC82310582014171LGN01
LC08_L2SP_232058_20140627_20200911_02_T1,LC08_L1TP_232058_20140627_20200911_02_T1,LC82320582014178LGN01,2014/06/27,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-06-27 14:16:58.574127,2014-06-27 14:17:30.344123,LGN,DAY,  62.55,  62.55,144,5,    8.297,    5.440,    6.265,LPGS_15.3.1c,56.60824756,49.97526277,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.80"N,60°51'21.10"W,3°56'24.68"N,61°52'39.68"W,3°56'05.64"N,59°49'51.06"W,1°50'23.50"N,61°52'47.10"W,1°50'14.64"N,59°50'11.98"W,  2.89300, -60.85586,  3.94019, -61.87769,  3.93490, -59.83085,  1.83986, -61.87975,  1.83740, -59.83666,LC08_L2SP_232058_20140627_20200911_02_T1,LC82320582014178LGN01
LC08_L2SP_231058_20140706_20200911_02_T1,LC08_L1TP_231058_20140706_20200911_02_T1,LC82310582014187LGN01,2014/07/06,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-07-06 14:10:54.286607,2014-07-06 14:11:26.056603,LGN,DAY,  70.39,  70.39,209,5,    8.238,    6.159,    5.472,LPGS_15.3.1c,56.64461869,51.34595286,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.73"N,59°19'25.25"W,3°56'12.77"N,60°21'12.67"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'50.50"W,1°50'23.06"N,58°17'56.90"W,  2.89298, -59.32368,  3.93688, -60.35352,  3.94264, -58.30153,  1.83706, -60.34736,  1.83974, -58.29914,LC08_L2SP_231058_20140706_20200911_02_T1,LC82310582014187LGN01
LC08_L2SP_232058_20140713_20200911_02_T1,LC08_L1TP_232058_20140713_20200911_02_T1,LC82320582014194LGN01,2014/07/13,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-07-13 14:17:07.508873,2014-07-13 14:17:39.278869,LGN,DAY,  82.35,  82.35,97,5,    8.702,    6.317,    5.985,LPGS_15.3.1c,56.91714361,52.91566960,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.19"N,60°52'04.40"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89283, -60.86789,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20140713_20200911_02_T1,LC82320582014194LGN01
LC08_L2SP_231058_20140722_20200911_02_T1,LC08_L1TP_231058_20140722_20200911_02_T1,LC82310582014203LGN01,2014/07/22,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-07-22 14:10:57.252814,2014-07-22 14:11:29.02281,LGN,DAY,  66.81,  66.81,191,5,    7.603,    5.254,    5.495,LPGS_15.3.1c,57.56553349,55.56824162,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.26"N,59°18'43.74"W,3°56'12.98"N,60°20'24.11"W,3°56'33.58"N,58°17'16.87"W,1°50'13.49"N,60°20'02"W,1°50'23.10"N,58°17'08.34"W,  2.89285, -59.31215,  3.93694, -60.34003,  3.94266, -58.28802,  1.83708, -60.33389,  1.83975, -58.28565,LC08_L2SP_231058_20140722_20200911_02_T1,LC82310582014203LGN01
LC08_L2SP_232058_20140729_20200911_02_T1,LC08_L1TP_232058_20140729_20200911_02_T1,LC82320582014210LGN01,2014/07/29,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-07-29 14:17:11.827112,2014-07-29 14:17:43.597108,LGN,DAY,  79.71,  79.71,73,5,    8.446,    6.450,    5.453,LPGS_15.3.1c,58.28088927,58.13429926,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.69"N,60°51'45.94"W,3°56'24.72"N,61°53'08.84"W,3°56'05.75"N,59°50'20.22"W,1°50'23.53"N,61°53'16.22"W,1°50'14.68"N,59°50'41.06"W,  2.89297, -60.86276,  3.94020, -61.88579,  3.93493, -59.83895,  1.83987, -61.88784,  1.83741, -59.84474,LC08_L2SP_232058_20140729_20200911_02_T1,LC82320582014210LGN01
LC08_L2SP_231058_20140807_20200911_02_T1,LC08_L1TP_231058_20140807_20200911_02_T1,LC82310582014219LGN01,2014/08/07,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-08-07 14:11:06.278645,2014-08-07 14:11:38.048641,LGN,DAY,  53.78,  53.78,273,5,    6.884,    4.826,    4.909,LPGS_15.3.1c,59.42405057,62.09566696,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.65"N,59°19'43.57"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89268, -59.32877,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20140807_20200911_02_T1,LC82310582014219LGN01
LC08_L2SP_232058_20140814_20200911_02_T1,LC08_L1TP_232058_20140814_20200911_02_T1,LC82320582014226LGN01,2014/08/14,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/11,2020/09/11,2014-08-14 14:17:19.171324,2014-08-14 14:17:50.94132,LGN,DAY,  74.30,  74.30,114,5,    8.801,    6.092,    6.351,LPGS_15.3.1c,60.44254103,65.73334237,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.58"N,60°52'25.07"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89266, -60.87363,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20140814_20200911_02_T1,LC82320582014226LGN01
